ID,Area_px,Width,Height,Color_RGB,Percentage
1,12308,181,68,"(86, 197, 71)",1.3310665836101883
2,28598,181,158,"(248, 133, 3)",3.0927723560354377
3,28282,179,158,"(86, 197, 70)",3.0585980758582503
4,45105,291,155,"(242, 57, 46)",4.877945909468438
5,58280,376,155,"(82, 195, 252)",6.302775470653378
