ID,Area_px,Width,Height,Color_RGB,Percentage
1,120190,505,238,"(82, 190, 244)",12.99812257751938
2,117096,492,238,"(223, 62, 51)",12.663517441860463
3,167055,645,259,"(81, 190, 245)",18.06640625
4,114400,352,325,"(225, 61, 51)",12.371954595791806
