ID,Area_px,Width,Height,Color_RGB,Percentage
1,28462,214,133,"(91, 193, 84)",3.078064437984496
2,28542,213,134,"(91, 192, 83)",3.0867161544850497
3,40415,295,137,"(229, 129, 9)",4.370739029623477
4,19749,227,87,"(91, 194, 84)",2.1357843646179404
5,20152,229,88,"(81, 187, 243)",2.1793673864894796
6,101500,500,203,"(81, 189, 249)",10.97686531007752
7,47940,235,204,"(231, 130, 10)",5.18454111295681
8,86975,245,355,"(230, 57, 46)",9.406038032945736
