ID,Area_px,Width,Height,Color_RGB,Percentage
1,50008,329,152,"(74, 181, 64)",5.408187984496124
2,27720,165,168,"(232, 37, 37)",2.9978197674418605
3,25740,165,156,"(230, 109, 2)",2.783689784053156
4,55264,352,157,"(30, 184, 253)",5.976605758582503
5,54250,350,155,"(30, 184, 252)",5.8669452519379846
6,51645,165,313,"(232, 111, 1)",5.5852237333887045
