ID,Area_px,Width,Height,Color_RGB,Percentage
1,44856,267,168,"(87, 202, 250)",4.851017441860465
2,36120,215,168,"(249, 65, 49)",3.90625
3,45192,269,168,"(87, 202, 250)",4.8873546511627906
4,38700,215,180,"(243, 133, 5)",4.185267857142857
5,38340,213,180,"(94, 213, 84)",4.146335132890366
6,49396,212,233,"(88, 203, 250)",5.342002353266888
