ID,Area_px,Width,Height,Color_RGB,Percentage
1,9089,149,61,"(87, 187, 78)",0.9829431409191582
2,20720,148,140,"(83, 183, 74)",2.240794573643411
3,11424,168,68,"(237, 125, 6)",1.2354651162790697
4,38522,187,206,"(86, 188, 77)",4.166017787929125
5,65048,346,188,"(102, 201, 252)",7.0347106866002225
