ID,Area_px,Width,Height,Color_RGB,Percentage
1,21141,243,87,"(93, 181, 76)",2.2863242317275745
2,62478,267,234,"(242, 126, 6)",6.756774294019934
3,63180,270,234,"(89, 179, 72)",6.832693106312291
4,69010,515,134,"(92, 181, 237)",7.463186946290144
5,184950,675,274,"(91, 187, 251)",20.00168708471761
