ID,Area_px,Width,Height,Color_RGB,Percentage
1,6450,129,50,"(87, 200, 76)",0.6975446428571429
2,14706,129,114,"(229, 131, 6)",1.5904017857142856
3,14592,128,114,"(86, 198, 75)",1.5780730897009967
4,30740,265,116,"(238, 210, 71)",3.324422065337763
5,9322,79,118,"(228, 56, 44)",1.008141265227021
6,25610,197,130,"(230, 139, 10)",2.7696307447397563
7,79735,431,185,"(88, 192, 247)",8.623057689645625
8,59535,189,315,"(231, 55, 45)",6.438499273255814
