ID,Area_px,Width,Height,Color_RGB,Percentage
1,13908,57,244,"(231, 58, 51)",1.5041009136212624
2,198860,815,244,"(89, 191, 251)",21.506004291251386
3,57043,203,281,"(233, 54, 46)",6.168998304263566
4,65800,235,280,"(85, 187, 83)",7.116036821705427
5,65424,232,282,"(247, 135, 27)",7.075373754152824
6,45966,163,282,"(84, 185, 81)",4.971060008305648
