ID,Area_px,Width,Height,Color_RGB,Percentage
1,58520,266,220,"(97, 194, 88)",6.328730620155039
2,57860,263,220,"(233, 130, 14)",6.257353959025471
3,125995,565,223,"(232, 65, 52)",13.625912756090807
4,115772,562,206,"(88, 192, 247)",12.520331533776302
5,114264,552,207,"(88, 191, 247)",12.357246677740864
