ID,Area_px,Width,Height,Color_RGB,Percentage
1,15872,248,64,"(92, 180, 76)",1.716500553709856
2,50160,228,220,"(93, 185, 76)",5.424626245847176
3,41724,228,183,"(92, 183, 75)",4.512302740863787
