ID,Area_px,Width,Height,Color_RGB,Percentage
1,74820,435,172,"(251, 80, 64)",8.091517857142858
2,76368,444,172,"(91, 198, 251)",8.258928571428571
3,75428,436,173,"(250, 161, 50)",8.157270902547065
4,76812,444,173,"(91, 199, 252)",8.306945598006644
5,38843,217,179,"(249, 78, 62)",4.2007328003875966
6,38306,214,179,"(247, 139, 13)",4.14265815337763
7,37948,212,179,"(106, 245, 91)",4.103941722037653
8,64872,212,306,"(250, 75, 60)",7.015676910299002
