ID,Area_px,Width,Height,Color_RGB,Percentage
1,25056,261,96,"(94, 181, 78)",2.709717607973422
2,9075,165,55,"(95, 181, 79)",0.9814290905315614
3,45672,346,132,"(84, 195, 253)",4.9392649501661126
4,22344,168,133,"(249, 120, 2)",2.4164244186046515
5,22477,169,133,"(92, 179, 76)",2.430807897286822
6,9520,170,56,"(94, 179, 77)",1.0295542635658914
7,28783,269,107,"(93, 180, 78)",3.112779450442968
8,20865,195,107,"(84, 193, 250)",2.2564758098006643
