ID,Area_px,Width,Height,Color_RGB,Percentage
1,24795,171,145,"(232, 129, 6)",2.6814913828903655
2,36000,160,225,"(231, 54, 44)",3.8932724252491697
3,21150,94,225,"(77, 116, 241)",2.287297549833887
