ID,Area_px,Width,Height,Color_RGB,Percentage
1,12720,159,80,"(81, 182, 241)",1.37562292358804
2,41138,307,134,"(84, 186, 245)",4.4489289174972315
3,19845,147,135,"(230, 116, 2)",2.1461664244186047
4,19698,147,134,"(87, 182, 65)",2.1302688953488373
5,19591,143,137,"(230, 39, 30)",2.1186972245293467
6,41310,306,135,"(81, 184, 245)",4.467530107973422
7,35037,153,229,"(88, 183, 66)",3.7891273878737546
