ID,Area_px,Width,Height,Color_RGB,Percentage
1,105060,515,204,"(80, 186, 246)",11.36186669435216
2,61184,239,256,"(233, 126, 9)",6.616832779623477
3,47600,238,200,"(79, 177, 71)",5.1477713178294575
4,20430,227,90,"(83, 176, 73)",2.2094321013289036
5,106080,510,208,"(78, 185, 246)",11.47217607973422
6,77454,234,331,"(221, 53, 42)",8.376375622923588
