ID,Area_px,Width,Height,Color_RGB,Percentage
1,34398,294,117,"(95, 183, 236)",3.7200218023255816
2,15660,135,116,"(79, 170, 60)",1.6935735049833887
3,16048,136,118,"(230, 118, 5)",1.7355343300110742
4,34866,298,117,"(93, 182, 239)",3.770634343853821
5,6321,129,49,"(82, 170, 64)",0.68359375
6,12474,126,99,"(228, 118, 8)",1.3490188953488371
7,32725,275,119,"(79, 170, 59)",3.539092781007752
8,25350,130,195,"(217, 40, 34)",2.741512666112957
