ID,Area_px,Width,Height,Color_RGB,Percentage
1,21733,211,103,"(232, 128, 3)",2.350346933831672
2,38664,216,179,"(95, 208, 80)",4.181374584717608
3,32767,217,151,"(241, 52, 37)",3.5436349321705425
4,58928,232,254,"(88, 204, 251)",6.372854374307862
5,38232,216,177,"(236, 131, 2)",4.134655315614618
